"baseMean"	"log2FoldChange"	"lfcSE"	"stat"	"pvalue"	"padj"
"AT1G01380"	7.20360357358105	0.171002792322823	0.696987104414551	0.245345704733605	0.806188765657683	0.904585707446511
"AT1G01390"	31.5328404529918	0.569592754626721	0.346380303965857	1.64441438530196	0.10009063567235	0.245920164657537
"AT1G01420"	53.1513602841423	0.685223205224745	0.2624282708584	2.61108760494206	0.00902547701069738	0.0392798080274152
"AT1G01430"	562.454388204397	-0.267023491725961	0.150937376125778	-1.7691011900422	0.0768769893606769	0.203362100914323
"AT1G01440"	206.777643006086	0.0796986172862695	0.14510485428952	0.549248456755631	0.582834954353041	0.768908021685289
"AT1G01448"	36.1765579104615	-0.105482542319992	0.296889979744267	-0.355291688897188	0.722371081146865	0.859513455077632
"AT1G01470"	658.161160061192	0.212271078021017	0.134673889487537	1.57618584291844	0.114982980184422	0.270660550683302
"AT1G01480"	0.853885764466835	1.09893780030393	2.04697945156443	0.536858247142662	0.591365533709616	NA
"AT1G01490"	386.758110485299	0.0214535455678617	0.114688962468528	0.187058502458323	0.851614764039526	0.929682620367847
"AT1G01500"	153.278916166791	-0.0912763954456187	0.157100938259195	-0.581004776018749	0.561237234666497	0.75394565036196
"AT1G01510"	211.563222114281	-0.179521127521673	0.148118874982558	-1.2120070959411	0.225509664376072	0.428118056039777
"AT1G01520"	1.23528425636622	-0.396798826815973	1.48055643725939	-0.268006552692091	0.788694274873	NA
"AT1G01540"	728.256107803647	-0.031040171321551	0.0987107764793317	-0.314455750715832	0.753174918935203	0.87697021170323
"AT1G01550"	1262.83708121509	0.389459490757125	0.100077219314443	3.89158984856927	9.95894959480852e-05	0.00083114511471142
"AT1G01560"	54.5012547563647	2.58916297405756	0.683128243985204	3.79015652896009	0.000150552381468997	0.0011908985708919
"AT1G01570"	19.5151020250074	0.286114229228306	0.390774466951539	0.732172271797348	0.464063426276155	0.674373386572902
"AT1G01580"	6.46701388560623	0.577761506368503	0.65619668290242	0.880470019770612	0.378604739369973	0.597420680571372
"AT1G01590"	1.91624132116073	0.972719018726453	1.33434317624858	0.72898714216922	0.466009527665666	NA
"AT1G01600"	92.8572187865781	0.638496753094528	0.245178705345911	2.60420966084189	0.00920864055648944	0.0398551919968115
"AT1G01610"	320.255054840868	0.188704780889551	0.147484370193369	1.27949002760182	0.200724549123527	0.396031089575433
"AT1G01620"	4130.67237711668	-0.315620466454634	0.0874227661197162	-3.61027773958131	0.000305869305804055	0.00220293495605617
"AT1G01630"	373.064454035502	0.0599649227536602	0.115505247318552	0.519153234556375	0.603653887810858	0.782297899349715
"AT1G01640"	15.3731535875167	-0.197994322949347	0.442464251910477	-0.447480948109243	0.654527840790826	0.817122211430073
"AT1G01650"	294.95014461222	0.463144005020121	0.120334442036402	3.84880668562052	0.000118694628310129	0.000963051768454878
"AT1G01660"	3.8961655050753	0.69407847435245	0.918158620757647	0.755946149892608	0.449681482728419	0.66316150539604
"AT1G01670"	13.8399228296514	0.296364868580323	0.496474970006159	0.596938187189269	0.550548650499725	0.745986661833541
"AT1G01680"	14.6191081704843	1.04982138466863	0.526480846758292	1.99403528377663	0.0461481987168786	0.140034431674402
"AT1G01690"	41.7094737484157	-0.394014670201426	0.274259616215889	-1.43664851441807	0.150817891117764	0.327495063066826
"AT1G01695"	2.23848147178365	3.22975027565958	1.50155950413833	2.150930593665	0.0314816783460067	NA
"AT1G01700"	15.4369123153219	-0.549230796590377	0.438220153504822	-1.25332162886099	0.210088680137418	0.409456199681757
"AT1G01710"	264.13523647563	0.142435874266772	0.129333517259881	1.10130674000432	0.27076317874661	0.483091569511816
"AT1G01715"	17.8150002965522	0.106816297933372	0.439667118007443	0.242948115877893	0.808045590869742	0.905889432626243
"AT1G01720"	241.077912750768	0.786961918674811	0.150234393400316	5.23822741825744	1.62126207614833e-07	2.48644381466702e-06
"AT1G01725"	13.3213729456202	0.309766875476566	0.462263610006505	0.670108718858936	0.502788487238867	0.707915184293548
"AT1G01730"	136.174068070323	0.0166116032032143	0.167273483023961	0.0993080487290074	0.920893688047993	0.965065393434292
"AT1G01740"	42.7143272729805	0.246196225835738	0.281598658103609	0.874280536326827	0.381965496294339	0.600639591036551
"AT1G01750"	0.45753581907236	-0.142182073974438	2.57166226036996	-0.0552880042474877	0.955909018773173	NA
"AT1G01760"	23.5399662988974	-0.705767933060295	0.367963411441191	-1.91803834597586	0.055106149101737	0.159300928430654
"AT1G01770"	243.202723602859	0.0838960126039265	0.140657611115819	0.596455548607645	0.550870940950615	0.746171403390712
"AT1G01780"	48.8494015856299	0.104493077337113	0.266303279448207	0.392383742151534	0.694774696753766	0.843377398158089
"AT1G01790"	1763.76312022299	0.386937703786858	0.102884563307081	3.76089173486561	0.00016930870283896	0.00132147299838923
"AT1G01800"	453.886322432807	0.213730968788902	0.115114440462346	1.8566825146391	0.0633563366187589	0.176577794504449
"AT1G01810"	1.52052697157975	-0.0528629779288387	1.34618877057512	-0.0392686219676715	0.968676223354202	NA
"AT1G01820"	559.553410491256	0.245564935599265	0.106169854090514	2.31294408099978	0.0207257137975675	0.0754412895751366
"AT1G01830"	128.026412602273	0.51257560926996	0.176825912611305	2.89875845514052	0.00374643390973515	0.0190886138300449
"AT1G01860"	79.585643806496	0.0025031449424958	0.205045972254241	0.0122077254918819	0.990259886233966	0.995145534763027
"AT1G01880"	19.7570133024751	-0.363437899373717	0.387262211612414	-0.938480152402421	0.347997712089961	0.565676132323828
"AT1G01900"	21.414996317096	0.0569271369583903	0.405087733864204	0.140530389343938	0.888240943498802	0.948640745489954
"AT1G01910"	373.069841431445	-0.141549505324927	0.118083423957828	-1.19872460147734	0.230635048763004	0.434457515218098
"AT1G01920"	123.49058549149	-0.0479853557137771	0.168694537922596	-0.284451152388791	0.776064663226939	0.888485814516484
"AT1G01930"	102.579723819613	-0.30419691483254	0.192361818788634	-1.58137886586938	0.113791436777206	0.268956576180525
"AT1G01940"	70.8435620815124	0.0878090442240934	0.233028530618684	0.376816709915146	0.706309821852147	0.849473618213865
"AT1G01950"	168.863822127798	0.271562351503421	0.150393604031515	1.80567753031913	0.0709687244382536	0.191886399013497
"AT1G01960"	797.565695828254	0.0343754871144762	0.104302701790931	0.329574272998029	0.741721664605147	0.870670274323991
"AT1G01970"	229.153802703093	-0.345034532418581	0.138862028936278	-2.48472915930756	0.012965003239938	0.0523040382409216
"AT1G01990"	191.967645686409	-0.116375204462178	0.14442353476178	-0.805791138225037	0.420363288591667	0.637310566853872
"AT1G02000"	91.0683518017099	0.292280726778294	0.2037226965415	1.43469889089532	0.151372920410929	0.328145678247701
"AT1G02010"	76.1416668614351	0.0752121667195079	0.222170543705366	0.33853347732385	0.73496120348702	0.866932638571896
"AT1G02020"	115.031163648555	0.0281075024315679	0.189125443715102	0.148618302643133	0.881854829982463	0.946161280958962
"AT1G02030"	1.8433639479174	-0.650382460937598	1.34750809454309	-0.482655698746009	0.629340223747491	NA
"AT1G02050"	30.0902533789918	-0.301781564910282	0.322028813626257	-0.937125971778806	0.348693763269255	0.566261759568724
"AT1G02060"	42.1524503658999	-0.343258266491209	0.279780361737714	-1.22688477618384	0.219865901253906	0.42166122333453
"AT1G02065"	19.8235335453412	0.466155743528952	0.415302239865157	1.12244938452609	0.261671416978162	0.473129301964024
"AT1G02070"	3.92501763113867	-0.307321994063867	0.878915896936228	-0.349660297572437	0.726593652913654	0.862194314952548
"AT1G02080"	955.991025932474	0.199073715257487	0.120541243733464	1.65149876583047	0.0986367725544493	0.243313163937139
"AT1G02090"	191.838368577793	0.0778545805531899	0.147088022600327	0.529306052096025	0.596593157918739	0.777718840662869
"AT1G02100"	253.276285492137	0.136152246050282	0.124498870940056	1.09360225536372	0.27412945965127	0.486948351564401
"AT1G02110"	181.331996406432	0.0598080943045642	0.168643603878571	0.354641936777087	0.722857854611256	0.859831041369214
"AT1G02120"	585.606351317399	0.325204992140745	0.110068887017531	2.95455874000934	0.00313116540210391	0.0164391303241161
"AT1G02130"	293.612834018586	-0.051615585443412	0.125285632130817	-0.411983278254267	0.680351679652653	0.833819915006454
"AT1G02140"	600.077329169438	-0.0726116020246465	0.100754975811771	-0.720675097578292	0.47110943731267	0.680762188679571
"AT1G02145"	176.12988280856	0.0721033248047631	0.154705599368756	0.466067971029916	0.641166848384965	0.808498185026036
"AT1G02150"	828.04004839172	-0.157745964944863	0.104218586028751	-1.5136068426542	0.130125584612944	0.295628637332578
"AT1G02160"	147.96889566837	0.19220749623346	0.17035716737979	1.12826186998612	0.259209341590196	0.470314509182025
"AT1G02170"	226.561133636004	0.161161960751086	0.130297412588144	1.23687767508094	0.216132499359355	0.416913770590197
"AT1G02180"	27.4858691953029	-0.386920719664324	0.362096372933849	-1.06855729188707	0.285269201565567	0.499655496901926
"AT1G02190"	6.50559728986266	0.545406684852745	0.697697460386434	0.781723763980252	0.434376932648467	0.650318240640695
"AT1G02205"	343.412134438738	0.286006275235908	0.173800047395508	1.64560527756968	0.0998450518840949	0.245496809310322
"AT1G02220"	10.2669154075991	-0.0659991411432352	0.572777896578349	-0.11522641068641	0.908265665395758	0.958903806544975
"AT1G02230"	7.3006920551633	1.61298219131117	0.698502188047598	2.30920134383496	0.0209324110398665	0.0759815046358918
"AT1G02260"	188.085125100622	0.275905225541132	0.150969739875516	1.82755316243263	0.0676166406529724	0.185023200577697
"AT1G02270"	247.048320146417	0.276470603452374	0.144777965198349	1.90961796619813	0.0561824201566186	0.161771615924388
"AT1G02280"	663.517083731988	-0.675736080353769	0.0993595539731769	-6.80091700629203	1.03955299987005e-11	2.97184493559342e-10
"AT1G02290"	61.8400959173663	-0.0108408897888162	0.232277206046529	-0.0466722067710964	0.962774481981694	0.982884446732515
"AT1G02300"	293.296023921537	0.161941594423868	0.135745265670288	1.19298152774778	0.232876607575496	0.437335396657298
"AT1G02305"	593.043853233518	0.164948072647517	0.0972032631565131	1.696939663249	0.0897080683250223	0.227310038619604
"AT1G02310"	2.90636614840839	5.32466301486147	1.44769838879091	3.67801957651449	0.00023505192303665	0.00175093535354615
"AT1G02330"	165.824793260069	-0.427875975288529	0.15431382775047	-2.77276496556366	0.00555822492475831	0.0265604912460225
"AT1G02335"	135.382647701827	0.133566501159668	0.163811840537925	0.815365365049692	0.414863203469668	0.63327362065932
"AT1G02340"	22.1900295891798	0.105081093189578	0.413283631500331	0.254259024989946	0.799295453088534	0.901402808102728
"AT1G02350"	28.2674296515504	0.144037397937312	0.336756055307074	0.427720290897132	0.66885477523626	0.826460811653374
"AT1G02360"	35.248053985359	0.112628405729159	0.333198591740667	0.338021853996368	0.735346718992498	0.867143272414625
"AT1G02370"	44.7479637795877	-0.694166961506333	0.276403085140471	-2.51142986031994	0.0120243178153048	0.0492921405787148
"AT1G02380"	25.0528595965611	-0.0191518621983405	0.343294586703534	-0.0557884188686023	0.955510360980066	0.980125299083372
"AT1G02390"	46.4541138651405	2.91750660119994	0.381657658878566	7.64430251386156	2.10080970035692e-14	8.4605986534084e-13
"AT1G02400"	28.5389175184805	0.894208414987125	0.423084755257319	2.11354439949809	0.0345541990086705	0.112762484548655
"AT1G02405"	1.20861068560514	-1.67759161661984	1.67806763905841	-0.999716327025513	0.31744780844471	NA
"AT1G02410"	176.057974412131	0.259927477741411	0.15434129650405	1.68410842482841	0.0921607164786298	0.231961726093851
"AT1G02420"	4.74610240424981	-0.741227996370491	0.845771081515974	-0.876393166626012	0.380816331904722	0.599507491672565
"AT1G02430"	0.772820807297252	1.32006931999033	2.02927750884486	0.650511974945093	0.515361569134892	NA
"AT1G02440"	0.905752890727382	0.250198190378213	1.71148760645657	0.146187556038584	0.883773328867535	NA
"AT1G02450"	16.8704409141452	3.55627118829558	0.608077379100738	5.84838593001899	4.96365850519703e-09	9.7842115333289e-08
"AT1G02460"	4.62716762595855	0.320679479032768	0.835286737157771	0.383915444562119	0.701041118839871	0.846862175683872
"AT1G02470"	7.0685701472096	-0.263334548031891	0.689694948940023	-0.381813073209546	0.702600021098157	0.847578457137586
"AT1G02475"	531.49334831057	0.36590172750959	0.121049822385306	3.02273659142523	0.00250500183093473	0.0135386417363454
"AT1G02490"	1.08863730572418	0.437020760902605	1.56662482979378	0.278956871224958	0.780277923152338	NA
"AT1G02500"	1609.90477156702	0.16905830513225	0.106519841383493	1.58710624177149	0.112488584468797	0.266683048096856
"AT1G02520"	3.7529541730604	-0.959387798856962	0.97604613702057	-0.982932837361092	0.325640495026175	0.543911697253082
"AT1G02530"	0.8557170504398	-0.144836297474417	1.86685571712267	-0.0775830162695432	0.938159752708748	NA
"AT1G02560"	2774.16215638752	-0.0582287781606629	0.0739673283694561	-0.78722294618806	0.431151366992663	0.647301487262866
"AT1G02610"	306.299894527044	0.0932767387628405	0.136903668833691	0.68133118387172	0.495661955788198	0.702077065083841
"AT1G02620"	39.7598878689818	-1.72160624347363	0.322018435465671	-5.34629714905613	8.97717855059682e-08	1.43203352253406e-06
"AT1G02630"	6.64310744020323	0.110985153047794	0.647044454949768	0.171526318166825	0.863809938181752	0.937240013938851
"AT1G02640"	849.505018294044	-1.10187915432318	0.0956967787765695	-11.5142763258085	1.11794100644919e-30	1.60736900294907e-28
"AT1G02650"	25.363647901129	-0.833145263821532	0.348429925219803	-2.39114152808761	0.0167960769137617	0.0641364022442289
"AT1G02660"	1157.63096720274	0.166621934895719	0.139010020287469	1.19863254858282	0.230670856243955	0.434457515218098
"AT1G02670"	17.9113779363418	-1.02033321620455	0.426134323120733	-2.3943934126974	0.0166478813715428	0.0637174931178603
"AT1G02680"	106.31701045153	0.0545473788237608	0.175117581334751	0.311490019494325	0.755428129063542	0.878375550675418
"AT1G02690"	107.646264366457	-0.652115787122662	0.211652913033652	-3.08106218702966	0.0020626356494321	0.0115072118370885
"AT1G02700"	6.95799389856141	-0.474823084215401	0.653485192712719	-0.726601137271889	0.467470331355986	0.677255305574198
"AT1G02720"	77.5587663297424	-0.692988847071339	0.219643346161803	-3.15506414913585	0.0016046281974161	0.00930513041882397
"AT1G02730"	389.166734024827	-0.326502640293216	0.124949358004169	-2.61307977494627	0.00897303548321769	0.0390950837430568
"AT1G02740"	96.581968650408	-0.0531211415895802	0.187441829985414	-0.283400677392628	0.776869709180266	0.888904798230072
"AT1G02750"	95.366732932057	0.100888113712919	0.192442553259992	0.524250546481882	0.600104288398728	0.780111637770824
"AT1G02770"	6.18587435509573	0.545676632446176	0.712097173807639	0.766295180654068	0.443500685246695	0.657856743620371
"AT1G02780"	2894.75732988378	-0.666508103884973	0.0902931280463319	-7.3816038751362	1.56393924630805e-13	5.62155662174773e-12
"AT1G02800"	22.3305699175745	0.632750469607943	0.392012986351391	1.61410588842269	0.10650446037286	0.256963929840872
"AT1G02810"	10.4300684352929	0.805315531396196	0.589439811276238	1.36623878467345	0.171864027739644	0.357437693939694
"AT1G02816"	131.133782889529	-0.105008806449239	0.16654860481647	-0.630499466296666	0.528367851859961	0.728323565920101
"AT1G02820"	26.55748280058	1.18127296400395	0.369746128130579	3.19482172802298	0.00139917238302261	0.00826365414305143
"AT1G02840"	765.354868047874	0.0416036001334347	0.0992801343568376	0.419052617151997	0.67517767848434	0.830469912228467
"AT1G02850"	31.666574059083	1.45235075979223	0.353380222830451	4.10988127224387	3.9586259907394e-05	0.000365127229353388
"AT1G02860"	84.4819311870553	-0.861330772983974	0.20395049577661	-4.22323451435686	2.40821007270042e-05	0.000235333032291774
"AT1G02870"	126.906593406729	-0.724838540754516	0.179732839807045	-4.03286645630636	5.51005953133043e-05	0.000493106197142495
"AT1G02880"	104.801277834223	0.406877770658727	0.198586278686801	2.0488715199726	0.0404746799000222	0.127159686819575
"AT1G02890"	705.155583187929	0.00154156985239916	0.102228869517614	0.0150795940488567	0.987968680702255	0.993864573641933
"AT1G02900"	29.0604681378999	-0.764214993121586	0.351107815269083	-2.17658212061131	0.0295117603827129	0.0999260541166351
"AT1G02910"	549.921232922872	0.113678224969147	0.110895088883258	1.02509701839745	0.305317412256137	0.522038985846476
"AT1G02920"	634.280913966405	0.907086262789561	0.283479132600094	3.19983433866786	0.00137506598768996	0.00814049056109278
"AT1G02930"	705.74447977394	0.380795664982456	0.350796419627562	1.0855175357455	0.277692501340627	0.490401451207086
"AT1G02940"	4.14515448274701	-0.395288636821215	0.843044007830985	-0.468882565025554	0.639153579224991	0.807312776187938
"AT1G02950"	9.0425530753803	-0.0584604657277927	0.569626424181173	-0.102629483545867	0.918257041903162	0.963915557688394
"AT1G02960"	138.750712229918	-0.0637432808402331	0.169877705245478	-0.375230409123566	0.707489116446253	0.849893649793023
"AT1G02970"	19.3877908268009	-0.742417456496693	0.401885926544188	-1.84733380161065	0.0646987769186732	0.179206297985394
"AT1G02990"	146.201007138272	0.148030133571936	0.174020043511411	0.850649905522113	0.394963858229618	0.613557440575776
"AT1G03000"	268.563257040012	-0.0346016669261144	0.131678602380777	-0.262773649632583	0.792725046531749	0.897412522515921
"AT1G03010"	3.76908330219756	-0.71646956653258	0.875877661384945	-0.818001871859241	0.413356118430704	0.632009190694659
"AT1G03020"	13.8087070700464	1.76044973225728	0.488458463141009	3.60409300913078	0.000313244876868591	0.00224365945871371
"AT1G03030"	118.751028334594	0.304854762900066	0.178693970371907	1.70601594595266	0.0880051107200503	0.224332151612549
"AT1G03040"	286.642755586914	-0.0467742816465841	0.129812531531573	-0.360321773982258	0.718606518095723	0.85663291370794
"AT1G03055"	31.4686684970565	0.888365429027159	0.34322289148093	2.58830471707193	0.00964496178125839	0.0412957264442143
"AT1G03060"	422.082387663054	0.0572468161249315	0.127955852047662	0.447395060161904	0.654589841868833	0.817122211430073
"AT1G03070"	6.39152563523421	0.932673658092843	0.707012807408558	1.31917505357705	0.187110596201944	0.37832288265255
"AT1G03080"	363.160588068924	-0.498756169542887	0.15885527181859	-3.13968912603958	0.00169127205368952	0.00971537418855606
"AT1G03090"	745.362882526288	-1.7234318340974	0.129393804722753	-13.3192762805771	1.78832629180259e-40	4.11399203645974e-38
"AT1G03100"	6.42174711602938	0.583030763241244	0.748497318824819	0.778935005614494	0.436018001901294	0.651478261570865
"AT1G03110"	70.4322634788474	-0.605967596229901	0.222653717653464	-2.72156963115713	0.00649726955965448	0.0301489342594883
"AT1G03120"	3.60116925163057	0.0616400634228433	0.874401718717112	0.0704939870352487	0.943800486296494	0.97529154148135
"AT1G03130"	6384.87286839515	0.247898170146771	0.0893498218691576	2.77446742434237	0.00552921712117998	0.0264347950091818
"AT1G03140"	389.946477354748	-0.356447442364525	0.115792802380022	-3.07832123446408	0.00208170384087514	0.0116036593228257
"AT1G03150"	141.37588186201	-0.177172912302421	0.165856441499162	-1.06823051731347	0.285416542095233	0.499824025087783
"AT1G03160"	616.533178098352	0.185822041989952	0.104425353028432	1.77947248058962	0.0751623327179666	0.200408192111424
"AT1G03170"	5.82805754381823	0.852321035337038	0.816950924559069	1.04329526990506	0.296811561140078	0.512020901156569
"AT1G03180"	21.1613206888897	-0.421892160755564	0.384265561462305	-1.09791821871851	0.272240201741961	0.48473728873268
"AT1G03190"	70.1093207143653	0.20421772638148	0.22640636472094	0.901996402058712	0.367058779009041	0.586059227953195
"AT1G03200"	2.73139741966448	0.742244838685021	1.1716054280086	0.633527995808818	0.526388904767222	0.72670210701908
"AT1G03210"	111.615914287269	0.284309717876447	0.180311651725049	1.57676841821615	0.114848820999739	0.270409855006489
"AT1G03220"	1566.59247117361	0.863692882692984	0.104086618149743	8.29782827078154	1.06031796231211e-16	5.42760665839032e-15
"AT1G03230"	403.336991078804	0.543969577840085	0.115054990268692	4.72790946807029	2.26843280022907e-06	2.7757781586783e-05
"AT1G03240"	2.60556915125869	0.864807824849057	1.1893360966134	0.727134934617365	0.467143299908814	0.676939447251932
"AT1G03250"	203.432628023499	0.564874644172536	0.143511449615529	3.93609461604528	8.28183319194229e-05	0.000703182658424835
"AT1G03260"	86.4416710697432	-0.0273363314051087	0.206077432354778	-0.132650776422947	0.894469573442629	0.951797476600015
"AT1G03270"	33.4521596747714	-0.336570860815974	0.31510411461135	-1.06812588350711	0.285463731670698	0.499861897473702
"AT1G03280"	254.111705053646	-0.0632946659922131	0.134697005258365	-0.46990403291303	0.638423582859005	0.806755508544978
"AT1G03290"	273.089271009263	0.202106864564156	0.132215141276545	1.52862117464613	0.126358383615004	0.289152935425137
"AT1G03310"	357.085658079527	0.611064671600624	0.1424138404422	4.29076745422529	1.78056696117204e-05	0.000179562693959557
"AT1G03320"	2.32056789314287	-0.37370655997696	1.170609703853	-0.319240955159457	0.749543802715311	0.875171071253866
"AT1G03330"	167.457387650749	-0.432503008868606	0.150184457982022	-2.87981203035257	0.00397912329792369	0.02006906808553
"AT1G03340"	39.6341621415859	0.370331876233646	0.288374117177716	1.28420636310235	0.199069759365196	0.39433044457342
"AT1G03350"	241.54902976142	-0.335476392959231	0.142568096046891	-2.35309583463114	0.0186178350519522	0.0695023189396473
"AT1G03360"	74.370593833744	-0.788734568658662	0.223021615647424	-3.53658351173268	0.000405338327378336	0.0028096368853442
"AT1G03365"	137.408916088242	-0.090622573794966	0.163996050155445	-0.552589978289529	0.580544205936707	0.767143901725744
"AT1G03370"	412.930282069024	0.438277557298447	0.148242114808174	2.95649827895116	0.00311153968036376	0.0163556577714605
"AT1G03380"	287.543723130518	0.240690172167825	0.1396026766351	1.72410857706513	0.0846882439922169	0.217951292843355
"AT1G03400"	273.771443766329	0.330559154778713	0.133304185631159	2.47973575033376	0.013147978169479	0.0528785613175631
"AT1G03410"	19.957947615269	0.983763371765282	0.414632521627903	2.37261507588188	0.0176626601768194	0.0668395488737482
"AT1G03430"	212.365425307232	0.503381200272967	0.140922397212926	3.57204539681784	0.000354203991688036	0.00249499454375643
"AT1G03440"	155.88741706327	0.843977951074352	0.158547214873901	5.3231963219638	1.01959601233191e-07	1.60913482043084e-06
"AT1G03445"	0.998550753423221	0.88533479637941	1.86001040258765	0.47598378758943	0.634085928089043	NA
"AT1G03457"	87.2489069466429	-0.754621268903335	0.196548371941358	-3.83936667319983	0.000123352092697372	0.000995081357124868
"AT1G03470"	68.2415157721511	-0.195313071376965	0.221932287329728	-0.880057037788223	0.378828411365166	0.59753252850161
"AT1G03475"	2237.81441804009	-0.128176942663573	0.0885371043188792	-1.44772006775742	0.147695355234764	0.322577345723286
"AT1G03495"	27.018271449259	0.566085504724263	0.375984055847967	1.50561040001432	0.132167217112519	0.29901628640729
"AT1G03510"	15.9620196905248	-0.624213080072466	0.455397104317395	-1.37070059109865	0.170468310490788	0.355593913306686
"AT1G03520"	145.472590398034	-0.243882556273229	0.165047249959534	-1.47765295291514	0.139500693100791	0.310082590984752
"AT1G03530"	61.8620879076553	-0.767915034901203	0.235153948084987	-3.26558427428007	0.00109238494676598	0.00668141859526493
"AT1G03540"	10.7675076784251	-0.641785013433377	0.52247244057614	-1.22836146673242	0.21931130622134	0.420886571974884
"AT1G03545"	1.4545174864542	-0.737325560426594	1.38157704598721	-0.533683997261069	0.593560182671192	NA
"AT1G03550"	3.19609727790031	-0.0447544425559699	0.960098731725992	-0.0466144169105544	0.962820541488426	0.982884446732515
"AT1G03560"	51.6203901822506	-0.185271720889328	0.248761016833105	-0.744777952944402	0.456405965110266	0.668857246628654
"AT1G03590"	213.11902080917	-0.659315414344853	0.139533541079996	-4.7251392693235	2.29957702390299e-06	2.81037057033744e-05
"AT1G03600"	3376.57460747869	0.0177395528352955	0.0853138446804414	0.207932873049412	0.835281381118057	0.921087709355535
