"baseMean"	"log2FoldChange"	"lfcSE"	"stat"	"pvalue"	"padj"
"AT1G01010"	124.021112060673	0.251452350257893	0.157371179511601	1.59782973628508	0.110080874821357	0.263810987477911
"AT1G01020"	94.099929371726	-0.0889726306528239	0.155693720851141	-0.571459338028735	0.567688315982728	0.756746804644202
"AT1G01030"	5.43927835373367	0.592357465780734	0.688095424497283	0.860865287999124	0.389312241667044	0.610361925383757
"AT1G01040"	237.8028073475	0.0359273409203883	0.099302049345877	0.361798584793054	0.717502549781103	0.854858535588336
"AT1G01046"	1.14189186779562	-0.452923739260399	1.33387166353089	-0.339555709626115	0.734191136861925	NA
"AT1G01050"	514.880458730642	-0.114351904259281	0.0880223889793847	-1.2991229343487	0.193901743580967	0.39022135595671
"AT1G01060"	7.84580040797029	0.265080127137652	0.503249740463529	0.526736738887324	0.598376419044447	0.779496788032551
"AT1G01070"	121.597496462185	-0.135365822210385	0.171513107912565	-0.789244763026466	0.429968963990549	0.646542212942601
"AT1G01080"	51.7567343690655	-0.396141671410546	0.215146441180921	-1.84126527604248	0.0655826936718555	0.183103972524748
"AT1G01090"	825.939110934165	0.0397530586520105	0.0635648768313171	0.625393466229844	0.531712849336094	0.729213695818746
"AT1G01100"	1638.21215770615	-0.229563181727	0.057228525060694	-4.01134192229374	6.03745961040491e-05	0.000522067143707596
"AT1G01110"	60.1487174110269	-0.739676640101451	0.206016445147513	-3.59037667877349	0.000330200429711624	0.00238339639307573
"AT1G01120"	493.816845631762	0.771744041676508	0.080592214645528	9.57591307139158	1.00961214397516e-21	5.21414191755972e-20
"AT1G01130"	18.9224153256371	-0.156956812135955	0.35880482896762	-0.437443421783266	0.661789799453473	0.81933889957904
"AT1G01140"	26.1669831838021	2.11070295856933	0.321559425104461	6.56395923672167	5.23975311629772e-11	1.18817584935761e-09
"AT1G01150"	1.29050726702096	-0.138091009509467	1.19219298109738	-0.115829409918483	0.907787741643056	NA
"AT1G01160"	104.157602613409	-0.244332050884629	0.146374982552537	-1.66922001713601	0.0950737844844903	0.239137250685572
"AT1G01170"	12.2781422213291	0.329265772944883	0.442928621326631	0.74338337395919	0.457249607284325	0.670727997392571
"AT1G01180"	90.2984728410483	0.264841983729474	0.158885234178127	1.66687600077776	0.0955390638935166	0.239970650767675
"AT1G01190"	261.390348690609	0.542120013079421	0.105389572414788	5.1439625444704	2.69003189079088e-07	3.79840593301148e-06
"AT1G01200"	43.0687050536662	0.332679166305047	0.218898196496514	1.51978943467606	0.128563905337255	0.29463096905502
"AT1G01210"	55.3540716632625	-0.0187632069287517	0.199530787834317	-0.0940366503455696	0.925080042952148	0.96639841506012
"AT1G01220"	154.306805508181	-0.111167689367792	0.120655164782414	-0.92136701788331	0.356858842383387	0.579695680267045
"AT1G01225"	37.4875770785272	-0.28803890520592	0.237456753569041	-1.2130162687589	0.225123600568889	0.430154567625264
"AT1G01230"	229.590876078626	0.153924810288622	0.110410505626389	1.39411380661074	0.163283240561486	0.347027282255059
"AT1G01240"	185.496276856131	-0.221121822293706	0.112952160908764	-1.95765907012894	0.0502700310084278	0.15048229250429
"AT1G01250"	1.2973608601561	2.32001977334423	1.22679191482144	1.89112737483432	0.0586073430629993	NA
"AT1G01260"	136.065363977861	0.0434561502845668	0.13234707093841	0.328349920980042	0.742647103012518	0.868767674973619
"AT1G01290"	88.9075602337672	-0.0403571357814701	0.149514100036823	-0.269921938944425	0.787220308583494	0.892077383906805
"AT1G01300"	516.553336058933	0.0501609105215867	0.0735158354736872	0.682314363951428	0.495040192300441	0.701168343677923
"AT1G01310"	0.529123251912987	-1.47100179455221	1.70847483276312	-0.861002905248043	0.389236442965616	NA
"AT1G01320"	186.120583157742	-0.204559108278035	0.123199257297628	-1.66039238194315	0.0968355416883138	0.242211965152826
"AT1G01340"	249.972460203862	0.196759019340748	0.110412912705273	1.78202906272348	0.0747444924920899	0.201339382696778
"AT1G01350"	149.208059833823	-0.178818293406548	0.121982585792499	-1.46593296284709	0.142666550765116	0.316699506308378
"AT1G01360"	162.955357980808	0.300145824309482	0.115341011329392	2.6022472046159	0.00926150667131067	0.0399591071044143
"AT1G01370"	45.4205369575129	-0.119617548413315	0.239081669429131	-0.500320868174181	0.616849162461385	0.791486321560964
"AT1G01380"	23.720516831636	1.64599828557528	0.327855610150402	5.02049754408712	5.15378101175606e-07	7.00439527242478e-06
"AT1G01420"	30.5159825414679	0.566261252590752	0.27121974528121	2.08783196077274	0.0368129954288209	0.118124085052591
"AT1G01430"	155.545221418576	0.298651034646449	0.125415656132731	2.38128989518165	0.0172521291773212	0.0656464329609691
"AT1G01440"	140.938474140482	0.115099420555777	0.127031560858523	0.906069482086936	0.364899077076855	0.587673277793224
"AT1G01448"	31.3901871224662	-0.34521759891075	0.250830014884445	-1.37630099439969	0.168728465183818	0.3549325706365
"AT1G01453"	20.376712754146	1.72303079053384	0.350527500711046	4.9155366898137	8.85395660054075e-07	1.15596332831974e-05
"AT1G01470"	695.393073071754	1.11426459495441	0.0729819726435852	15.2676689131991	1.25582672888002e-52	2.54341848678465e-50
"AT1G01480"	24.9908831145154	0.122036736565718	0.305308623122196	0.399715983511133	0.689365718244054	0.836800648664999
"AT1G01490"	220.112871046751	0.0676205252484355	0.116668659012666	0.579594604246669	0.562188032566992	0.752327549185005
"AT1G01500"	63.0228697462621	-0.0332251025686714	0.194528707170786	-0.170797940581086	0.864382648458774	0.934983342442401
"AT1G01510"	282.742536734021	-0.213963322329069	0.092645939122058	-2.30947329539376	0.0209173318869161	0.0764225675298885
"AT1G01520"	1.22662552109877	0.895457987080206	1.20234240896077	0.744761209790632	0.456416088587725	NA
"AT1G01540"	323.180955391916	0.0917452563271457	0.0876057540798598	1.04725148811016	0.294983603939397	0.513852035599971
"AT1G01550"	1101.87613396415	0.178913372802408	0.0607390803900046	2.94560555829308	0.00322323145435185	0.0168784576385299
"AT1G01560"	13.1001333649732	1.10188485149278	0.398661167618023	2.76396333777998	0.00571039549704555	0.0269501096612064
"AT1G01570"	28.970394763147	0.060471668865912	0.253122723377223	0.238902568916314	0.811181133526145	0.904728423301107
"AT1G01580"	71.7782780623898	-0.308412223812988	0.226654385557922	-1.36071588932115	0.173603491284334	0.36250893793104
"AT1G01600"	48.5616922832086	0.761461218524805	0.216997414295961	3.50907968648076	0.000449660159859951	0.00313502517124093
"AT1G01610"	288.330029821389	0.430465810800131	0.0962052791170843	4.47445103585472	7.66078786943419e-06	8.32840786330883e-05
"AT1G01620"	4424.87245829174	-0.0670223670572754	0.0461414675158397	-1.45254086325424	0.146351275607131	0.322178671301376
"AT1G01630"	311.161904033212	0.281427694537917	0.0937377849708097	3.00228658726632	0.00267959782136996	0.0145136685353594
"AT1G01640"	193.901601277243	-0.0975189127053831	0.109643005476636	-0.889422104779533	0.373776269484078	0.595700522681845
"AT1G01650"	381.031383314624	0.0683233197068876	0.0823787647956337	0.829380239875955	0.406889279308143	0.626950006112301
"AT1G01660"	29.55160680838	1.15995434584002	0.274856302868388	4.22022101634487	2.44062922439018e-05	0.000237711072689544
"AT1G01670"	17.4371540203855	0.328617995474783	0.347838004664987	0.944744366824678	0.344789400458517	0.566549430056638
"AT1G01680"	3.52641018394785	-0.50945993575902	0.722229332874641	-0.705399119876855	0.480561891575161	0.689645540546
"AT1G01690"	55.0635996650246	-0.35647794798196	0.196599401614099	-1.81321990329189	0.0697979112282446	0.191663598318899
"AT1G01695"	3.16611179919327	-0.456338825142883	0.771272242714436	-0.591670229874775	0.554071435374337	0.746446309636302
